scenario_tag,task,task_encoding,bench_n_train,bench_n_test,bench_washout_macros,bench_hold_ns,log10_sim_budget,latency_euler_steps,motif,default_k,i_min,i_max,spacing_m,spacing_um,noise_on,I_th_A,lambda0_m,dt_ns,store_every,augment_input,metric,metric_name,maximize_metric,replicate_id,run_seed
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.5,1.5,4e-05,40.0,False,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1343
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.5,1.5,5e-05,50.0,True,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1360
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.5,1.5,5e-05,50.0,False,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1377
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.5,1.5,6e-05,60.0,True,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1394
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.5,1.5,6e-05,60.0,False,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1411
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.5,1.7,4e-05,40.0,True,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1428
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.5,1.7,4e-05,40.0,False,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1445
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.5,1.7,5e-05,50.0,True,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,1462
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.5,1.7,5e-05,50.0,False,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1479
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.5,1.7,6e-05,60.0,True,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,1496
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.5,1.7,6e-05,60.0,False,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,1513
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.6,1.3,4e-05,40.0,True,0.01735,8.5e-07,0.0005,400,True,0.9130434782608695,accuracy_test,True,0,1530
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.6,1.3,4e-05,40.0,False,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,1547
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.6,1.3,5e-05,50.0,True,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1564
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.6,1.3,5e-05,50.0,False,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,1581
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.6,1.3,6e-05,60.0,True,0.01735,8.5e-07,0.0005,400,True,0.9130434782608695,accuracy_test,True,0,1598
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.6,1.3,6e-05,60.0,False,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,1615
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.6,1.5,4e-05,40.0,True,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1632
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.6,1.5,4e-05,40.0,False,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1649
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.6,1.5,5e-05,50.0,True,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1666
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.6,1.5,5e-05,50.0,False,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1683
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.6,1.5,6e-05,60.0,True,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,1700
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.6,1.5,6e-05,60.0,False,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1717
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.6,1.7,4e-05,40.0,True,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1734
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.6,1.7,4e-05,40.0,False,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,1751
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.6,1.7,5e-05,50.0,True,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1768
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.6,1.7,5e-05,50.0,False,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,1785
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.6,1.7,6e-05,60.0,True,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1802
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,12.0,0.6,1.7,6e-05,60.0,False,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,1819
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.4,1.3,4e-05,40.0,True,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1836
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.4,1.3,4e-05,40.0,False,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1853
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.4,1.3,5e-05,50.0,True,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1870
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.4,1.3,5e-05,50.0,False,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,1887
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.4,1.3,6e-05,60.0,True,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,1904
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.4,1.3,6e-05,60.0,False,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,1921
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.4,1.5,4e-05,40.0,True,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,1938
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.4,1.5,4e-05,40.0,False,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,1955
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.4,1.5,5e-05,50.0,True,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,1972
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.4,1.5,5e-05,50.0,False,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,1989
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.4,1.5,6e-05,60.0,True,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,2006
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.4,1.5,6e-05,60.0,False,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,2023
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.4,1.7,4e-05,40.0,True,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,2040
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.4,1.7,4e-05,40.0,False,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,2057
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.4,1.7,5e-05,50.0,True,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,2074
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.4,1.7,5e-05,50.0,False,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,2091
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.4,1.7,6e-05,60.0,True,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,2108
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.4,1.7,6e-05,60.0,False,0.01735,8.5e-07,0.0005,400,True,0.9565217391304348,accuracy_test,True,0,2125
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.5,1.3,4e-05,40.0,True,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,2142
iris_small_test,iris,0,128,22,0,20.0,6.70926996097583,5120000,auxiliary,15.0,0.5,1.3,4e-05,40.0,False,0.01735,8.5e-07,0.0005,400,True,1.0,accuracy_test,True,0,2159
